Team,Year,Week,Win/Loss,Win Loss Factor,Home/Away,Points Scored,Points Allowed,3rd Down,3rd Down Allowed,Pass Yards,Pass Yards Allowed,Rush Yards,Rush Yards Allowed,Opp Team
0,2,2,1,0.124353,1,11,-11,0.627273,0.261538,26,35,28,-186,9
0,0,2,1,0.124353,0,16,-4,0.136364,-0.136364,124,62,11,-165,1
6,0,3,1,0.244919,1,8,-15,-0.016667,-0.01447,7,48.5,40.5,-131.5,11
24,2,2,1,0,0,-8,-23,0.049451,-0.184615,-39,-42,1,-130,26
18,2,2,1,0.124353,1,-3,-6,-0.163636,-0.171717,-51,128,184,-124,25
24,1,2,1,0.124353,1,25,-3,0.240259,0.067874,243,130,-72,-113,27
6,0,2,1,0.124353,1,12,0,0.2,0.095833,-8,15,34,-101,15
19,2,2,0,0.124353,0,-7,-16,0.057143,-0.338235,100,21,-96,-93,21
28,2,15,1,0.215123,0,-1.923077,-10.538462,0.033167,-0.076195,-13.230769,-6.461538,19.461538,-85.384615,30
3,0,2,0,0,1,-3,3,0.181818,0,-41,82,-71,-82,28
8,2,5,0,0.179179,1,8,-6.5,0.099634,-0.006822,19.25,-3.75,15.25,-78.25,11
0,1,5,1,0.122459,0,0,-20.25,-0.089851,-0.156025,-38.5,-143,15,-78,12
4,2,2,0,0,0,17,4,0.3,-0.090476,126,-3,62,-77,17
6,0,9,1,0.583011,0,7.017857,-12.964286,0.06305,-0.057971,-72.125,-0.142857,12.25,-74.017857,17
7,1,5,0,0,0,1.25,-1.75,-0.058801,-0.035136,-71.25,-8.75,69.5,-73,13
6,1,2,0,0,1,-10,-11,-0.133334,0.194444,-232,37,-7,-72,14
5,1,2,1,-0.124353,1,-6,4,-0.442308,0.180953,-107,105,116,-71,12
6,0,7,1,0,0,-1.6,-6.4,-0.053943,-0.126275,-43,-53.8,-21,-70.8,9
2,2,2,1,-0.124353,0,-16,0,0.177777,-0.071429,1,-57,3,-68,6
9,2,8,1,0.301638,0,1.5,-1.5,0.02833,-0.141096,-43.833333,30.333333,8,-67.833333,11
10,0,2,1,0,1,-14,-16,-0.166667,-0.045455,109,-214,-46,-67,20
19,0,2,0,0,0,3,-3,-0.222222,0.175325,-65,-35,-100,-66,31
9,2,15,0,0,0,-4.153846,-3.846154,-0.053343,-0.115026,-97.230769,70.846154,36.769231,-65.769231,13
0,0,5,0,0.05188,0,4.083333,0.333333,0.074738,0.005393,54.083333,23.916667,-36,-65,9
5,1,6,1,0,1,-1.2,0.2,-0.120831,-0.098681,-11.2,82.2,40.4,-64.4,13
24,1,3,0,0,0,9,8,-0.045455,0.010161,28,125.5,-20.5,-64,29
0,2,8,1,0.293235,1,11.047619,-7.357143,0.19155,0.105355,101.714286,36.47619,7.547619,-63.404762,22
7,1,6,0,-0.215123,1,-3,3.8,0.004935,0.114308,-55.2,8.8,59.6,-63.4,31
1,2,12,1,0.583011,1,9.3,1.1,0.141307,0.026624,101.6,29.1,4,-62,11
26,1,7,1,0.184636,0,2.066667,-6.633333,0.090679,-0.023762,-63.933333,-17.333333,15.133333,-61.833333,30
1,2,8,1,0.293235,0,-3.333333,-8.761905,0.000404,-0.049563,32.071429,5.809524,-60.238095,-59.547619,21
19,2,6,1,-0.117002,0,0.8,4.4,0.056389,-0.198929,136,37.8,-68.4,-59.4,23
0,0,4,1,0.117002,0,1.666667,-4.333333,0.010992,-0.022417,82,32,-21.666667,-57.333333,14
2,1,8,1,-0.184636,0,0.904762,-5,0.004451,-0.036136,-23.261905,43.166667,0.761905,-57.071429,13
29,2,13,0,-0.339476,1,-10.272727,-2.545455,0.01041,-0.043838,-34.818182,-8.818182,-39.272727,-56.545455,30
16,0,2,0,-0.124353,1,-3,10,-0.172269,0.027778,-61,-85,-96,-56,29
5,0,3,0,0,1,7,-9,-0.051265,-0.139103,-22.5,-58.5,23,-56,12
8,2,7,0,-0.353518,1,1.833333,0.166667,0.019589,0.107537,66.833333,50,-26.333333,-55.5,18
9,2,11,1,0.301638,0,-0.055556,-2.933333,-0.050194,-0.047211,-74.777778,92.855556,4.144444,-55.488889,22
1,2,9,1,0.244919,0,2.875,1.375,0.023004,-0.095557,165.625,74.125,-100.375,-55.375,23
8,2,4,0,-0.117002,0,-0.666667,-4,-0.092232,-0.014839,-44.333333,65,-27,-55,16
6,0,5,1,0.241355,1,5.666667,-7.416667,-0.049608,0.041171,34.833333,-7.5,28.166667,-54.75,16
0,1,3,1,0,1,2.5,-13,0.187607,-0.146199,-14,-120,23.5,-53.5,19
7,0,10,1,0.353518,1,1.625,-0.625,0.017996,0.010019,-84,9.25,62.375,-53.375,11
10,0,15,1,0.5546,1,5.923077,-4.538462,-0.02418,-0.040583,-6.538462,-26,26.769231,-53.076923,11
0,0,3,1,0,1,0.5,4.5,-0.056372,-0.026515,96,13.5,-67.5,-53,29
10,0,13,1,0.358357,0,3.090909,-4,-0.039066,-0.091467,-11.636364,-44.363636,20.454545,-52.818182,11
7,1,4,1,0.124353,0,-0.333333,-6,-0.005704,0.144009,-61.666667,-108.666667,46.666667,-52.333333,20
20,2,5,1,0.122459,1,5.5,0.75,-0.010378,-0.061355,148.5,95,-79.25,-52.25,23
14,2,2,0,0,1,-2,-20,0.204545,-0.196429,77,-81,-39,-52,31
4,1,13,0,0.117002,1,3.272727,-6.090909,-0.040099,-0.100228,-37.181818,49.454545,8.909091,-51.454545,13
24,0,2,1,0,1,-7,0,-0.153847,-0.212122,-36,-50,-42,-51,25
0,2,3,0,0,0,5,-14,0.10984,0.025213,-49,-106.5,35.5,-50.5,1
22,2,2,1,-0.124353,1,-12,13,-0.02381,-0.162896,122,114,12,-50,23
0,1,2,1,-0.124353,0,-1,7,0.080808,-0.354167,69,-91,43,-50,1
0,0,6,0,0,1,-2,6.4,0.04732,0.091372,20.6,38,-26,-49,12
5,1,13,0,0.2773,0,3.545455,-2.454545,-0.062254,-0.071796,4.363636,41.272727,63.636364,-48.909091,6
29,1,4,0,0,1,-2.666667,-1,0.187516,0.210556,-18,79.333333,-26.333333,-48,31
12,2,11,1,0.215123,0,7.777778,-2.444444,0.118321,-0.065435,48.555556,39.222222,24.333333,-47.888889,13
16,0,8,1,0.056719,1,-1.857143,-6.714286,-0.001401,-0.080189,-89.285714,-9.428571,16.714286,-47.857143,17
0,2,5,1,0.244919,1,10,-8,0.212063,-0.043251,115.5,-100.75,18.25,-47.75,6
0,1,10,1,0.353518,0,11.375,-16.625,0.033775,-0.120221,18.625,-97.875,42.625,-47.75,3
5,2,11,1,0.410237,1,5.711111,-2.522222,0.164209,-0.082143,10.577778,35.355556,50.111111,-47.2,25
0,2,12,1,0.353518,0,3.1,-10.8,0.078015,-0.083547,49.6,-41.4,1.2,-47.1,21
0,2,4,1,0,0,-2.666667,-13,0.252189,0.056143,84,-196.333333,-23,-47,5
17,2,7,1,0.301638,1,-9.666667,-17.666667,-0.049063,-0.122482,-78.4,-77.5,-32.566667,-46.933333,21
5,2,15,0,0.456479,0,0.076923,-5.615385,0.041341,-0.024968,-34.461538,33.307692,12.692308,-46.923077,7
26,1,9,0,0.241355,1,4,-9.571429,-0.056419,-0.13152,-66.142857,31.714286,38,-45.714286,27
6,1,6,1,0,1,-5.2,-2.8,0.083575,0.026032,-1,-45,-30.4,-44.8,30
2,2,7,0,0.122459,1,8,-0.833333,0.042603,-0.040252,100.5,40.166667,-39.5,-44,23
24,1,13,1,0.339476,0,13.454545,-4.454545,0.086071,-0.090976,80.454545,10.545455,10.727273,-43.909091,27
10,0,8,1,0.122459,0,0.166667,-8.333333,0.011463,-0.086301,19.5,-49,-10.5,-43.5,21
8,0,5,0,0.108599,0,3.75,-2.25,0.078572,0.02877,8.75,49.5,30.75,-43.25,11
17,1,8,1,0.231059,0,9.666667,1.5,0.068745,0.06706,10.166667,64.666667,36.5,-41.833333,20
17,1,5,1,0.244919,1,10.75,0.5,0.066444,-0.06553,-27.5,56,64.25,-41.75,18
0,1,4,1,0.124353,1,9,-10.666667,0.109646,-0.070707,41.333333,-91.333333,32.666667,-41.666667,11
5,1,3,1,0.122459,0,6.5,-4,0.042172,-0.127777,-51.5,107,108,-41.5,21
5,0,13,1,0.339476,1,2.818182,-13.181818,0.056606,-0.139403,-85.181818,-4.090909,45.454545,-41.272727,17
1,2,14,0,0.231059,0,2.25,-1.666667,-0.035475,-0.030117,24,13.5,5,-41.166667,13
7,1,11,1,0.380797,1,6.433333,-4.788889,0.023167,0.043486,-1.188889,-14.911111,45.877778,-40.966667,21
13,2,7,0,0.122459,1,-0.833333,-1.833333,-0.01362,-0.064322,48.333333,-20.166667,-29.5,-40.833333,30
21,1,2,0,0,0,30,3,0.166667,-0.166667,128,160,73,-40,22
8,2,13,0,0,0,-2.818182,-7.090909,-0.008591,-0.054671,-4.363636,-11.818182,0.909091,-39.818182,21
5,2,13,1,0.456479,1,10.727273,3,0.172605,0.013036,-21.454545,68.909091,58.454545,-39.636364,15
9,1,11,0,0.669527,1,13.577778,-5.466667,0.060936,-0.041556,11.566667,18.9,55.822222,-38.288889,11
2,0,11,0,0.215123,0,-1.222222,-4.555556,0.003091,-0.05801,-71.777778,-16.888889,73.222222,-38.222222,11
27,2,3,1,-0.122459,0,14.5,7.5,-0.073277,-0.012821,14.5,-4,89.5,-38,30
12,2,5,1,0.244919,1,8.25,-1,0.09522,0.032608,24.5,10,4,-37.5,14
3,2,4,1,0,0,-0.666667,5,0.051323,0.048957,102.666667,-21,-6,-37.333333,6
4,1,4,1,0.241355,1,5,-12.333333,0.076479,0.128109,-22.333333,-63.666667,1.333333,-37.333333,8
7,2,13,1,0.201618,0,8.090909,2.363636,0.123059,-0.017221,32,-0.272727,65.909091,-37.090909,11
2,1,2,1,0,0,2,-2,0.379808,0.077922,61,-85,80,-37,3
20,1,3,1,-0.122459,1,-0.5,6,-0.101388,-0.132783,8.5,22.5,13.5,-36.5,30
24,0,10,1,0.358357,0,4.444444,-2.555556,-0.053484,-0.106518,-2.555556,-12.444444,-17.666667,-36.444444,25
9,2,13,0,-0.225472,0,-8.545455,-1,-0.115893,-0.061645,-43.909091,83.272727,-39.636364,-36.181818,16
16,2,3,1,0.122459,0,3.5,-8,-0.019985,0.209249,-25.5,-43.5,103,-35.5,19
1,1,15,1,0.289776,1,2.153846,-8.384615,0.025266,-0.000424,-6.846154,0.538462,-4.923077,-35,3
9,2,10,1,0.244919,1,3.5,3.25,0.045517,-0.057288,-84.25,109.875,33.875,-35,15
7,0,4,1,0.124353,0,-4.333333,-3,-0.007662,0.019943,-207,-23.333333,63,-35,17
5,1,9,1,0.241355,1,3.428571,1,0.015826,-0.006513,-2.571429,50,25.428571,-34.714286,20
20,2,14,0,0.503256,0,-2.166667,-3.75,-0.046272,-0.093059,-8,31.083333,-25.25,-34.583333,21
5,1,11,1,0.358357,0,9,-0.777778,0.015436,-0.086652,115.888889,57.555556,17.555556,-34.555556,23
0,1,6,0,0.117002,0,8,-13.2,0.09014,-0.072599,48.6,-91.2,-27.4,-34.4,9
8,0,6,0,-0.056719,1,-2.95,-2.35,0.015774,0.025333,35.75,45.45,-3.35,-33.65,21
4,0,14,0,-0.034378,1,-2.583333,-7.083333,-0.054113,-0.050698,-40.166667,41.5,-20.166667,-33.333333,17
3,2,12,1,0.399759,1,-2.009091,-6.309091,-0.117421,-0.053518,73.209091,3.981818,-87.7,-32.936364,23
28,1,4,0,0.124353,1,3.666667,-1.666667,0.08183,-0.106055,-29,-34.666667,-2.666667,-32.666667,30
1,1,9,1,0,1,2.375,-1,0.042638,0.095271,18.25,37.875,2.5,-32.375,11
8,1,15,0,0,1,0.230769,-1.230769,0.008105,-0.029759,13.769231,4.769231,25.153846,-32.230769,11
6,1,11,0,0.060283,0,-4.666667,-4.777778,-0.020687,-0.127707,-33.555556,19.777778,-5.555556,-32,13
12,1,15,1,0.098121,0,0,-5.230769,0.068199,-0.118059,-2.384615,44.615385,6.769231,-30.923077,13
2,0,4,0,-0.117002,0,-1.333333,2,-0.139433,-0.02311,-61.333333,32.666667,37,-30.666667,12
4,2,6,1,0,0,-1.4,-7.8,0.062969,0.03548,1.4,15.6,-44.8,-30.4,26
29,0,13,1,0.117002,0,-3.727273,-3.909091,0.018088,-0.049479,16.636364,-23.636364,-31.181818,-29.909091,31
0,1,11,0,0.179179,1,4.311111,-8,0.099538,-0.107928,52.122222,-59.677778,-14.411111,-29.811111,10
2,2,5,1,0,1,-16.5,-10.75,-0.017311,-0.045526,-60,-68.25,-35.5,-29.75,21
17,2,8,1,0.241355,1,1.142857,-4,-0.053288,-0.107935,57,4.857143,-59.428571,-29.571429,23
26,2,5,1,-0.122459,1,-4.75,-4.75,-0.177645,-0.145793,6,-70.5,-2.75,-29.25,30
5,0,15,1,0.619092,1,7.846154,-8.461538,0.066575,-0.059594,-60.692308,-37.307692,71.307692,-29,8
4,1,6,1,0.339476,0,3.2,-7.6,0.062569,0.122763,-1.2,-1.4,-4,-28.8,21
7,0,11,1,0.301638,1,1.444444,1.333333,0.05569,0.098541,-20.222222,40.555556,36.222222,-28.666667,16
4,1,12,1,0.060283,1,5.4,-1,-0.015946,0.018566,13.5,14.2,12.6,-28.6,6
29,1,5,1,0.122459,0,3,-0.25,0.184533,0.096778,55,-19.25,-14,-28.5,30
5,1,5,1,0.244919,1,5.5,-1.25,-0.045485,-0.100721,41.5,56.25,52.5,-28.25,10
4,1,11,1,0,0,2.888889,-3,0.031467,-0.003018,-34.555556,29.555556,12.111111,-28.222222,14
24,0,15,1,0.456479,0,3.230769,-2.153846,-0.009886,0.008534,-7.923077,-32.384615,-1.153846,-28.076923,27
0,1,8,1,0.399759,1,15.690476,-13.238095,0.089388,-0.199453,53.404762,-116.642857,50.52381,-28.047619,1
16,2,15,1,0.791866,0,8.923077,-6.538462,0.034584,-0.130269,89.230769,-25.692308,-27.076923,-28,23
3,2,15,0,0.124353,1,-6.538462,-8,-0.093981,-0.0708,-24.230769,-74,-15.461538,-28,21
5,0,2,1,0.124353,0,18,-28,0.145455,-0.288462,28,-35,-11,-28,11
7,0,8,0,0.179179,1,0.071429,-1.261905,-0.048243,-0.017175,-69.404762,4.142857,43.5,-27.928571,14
28,2,11,1,0.184636,0,-1,-7.688889,0.098558,-0.014197,15.733333,-49.211111,10.566667,-27.833333,31
5,2,7,1,0.122459,1,1.666667,-3.666667,-0.009113,0.020611,-7.333333,37.5,-16.333333,-27.666667,7
18,2,11,0,0.456479,1,-3.555556,-10.111111,0.000659,-0.165511,-80.444444,-38.333333,35,-27.666667,21
6,1,4,0,-0.124353,0,-6,-5.666667,0.037861,-0.139472,30.666667,51.666667,-26.666667,-27,22
11,2,3,0,-0.062177,0,0,-0.5,-0.00641,-0.188072,111.5,87.5,-61,-26.5,23
10,1,6,1,0,1,3.8,-2.6,0.039102,-0.041667,46.4,3.8,34.4,-26.4,11
18,0,14,0,-0.122459,1,-8.416667,-2.583333,-0.03163,-0.017836,-46.75,5.416667,-30.833333,-26.333333,31
15,1,14,1,0.404651,1,2.833333,-8.166667,0.045161,0.031946,25.083333,-29.333333,8.25,-26.083333,21
26,0,10,1,0.293235,1,5.5,2,0.099802,0.049951,13.5,12.680556,2.625,-25.972222,28
10,0,4,1,-0.117002,0,3.333333,-5.666667,-0.034975,0.019587,34.666667,-113,-18.666667,-25.666667,23
7,2,4,0,0.124353,0,1.666667,-3,0.076689,-0.143008,-9.666667,-31.333333,34,-25.666667,27
9,1,7,1,0.122459,1,-3.166667,-2.5,-0.169881,-0.04342,-88,-1,39.166667,-25.5,12
30,0,11,1,0,1,2.666667,6.222222,-0.059671,0.097024,32.888889,103.555556,-52.444444,-25.222222,31
5,2,14,1,0.353518,0,6,-3.416667,0.050457,-0.074699,-6.75,-7.25,40.75,-25,6
6,0,11,1,0.756603,0,8,-11.111111,0.017898,-0.04061,2.777778,-72.555556,1.777778,-24.888889,8
6,1,10,0,0.503256,1,3.375,-9.375,0.053334,-0.051469,8.125,0.125,-4.75,-24.75,21
1,1,11,1,0.046241,0,-0.188889,-7.688889,-0.029393,0.026641,-27.566667,-9.422222,-2.733333,-24.7,3
7,0,12,1,0.611856,0,3.6,-3.7,-0.003845,0.036869,-41.1,-34.2,59.5,-24.6,8
10,2,5,1,-0.062177,0,-2.25,4.25,0.041653,0.037675,25.75,36.75,-21.75,-24.5,15
3,0,8,0,-0.629253,0,-19,8.571429,-0.163179,-0.036784,-103.714286,47.714286,-30.285714,-24.285714,12
4,2,5,0,0,0,-7,-7.5,0.071394,-0.052381,40,-73,-52.5,-24,5
24,2,7,0,0.231059,0,3,-7.166667,0.144213,-0.022819,94.833333,-30.5,-22.833333,-23.833333,25
26,0,13,1,0.531132,0,2.818182,-5.090909,0.062912,0.014036,-40.090909,-83.363636,31.454545,-23.818182,27
5,2,12,0,0.462117,0,3.2,-0.6,0.027494,-0.095707,-35.2,2,23.2,-23.7,8
19,1,12,1,0.108599,1,1.8,5.8,0.058827,0.129952,24.7,-9.6,24.5,-23.7,30
5,2,6,0,-0.117002,0,7,4.8,0.055031,0.041547,53.6,95.4,-34.4,-23.6,18
6,2,13,1,-0.056719,0,-5.030303,-0.689394,-0.038268,-0.074046,44.030303,8.143939,-46.363636,-23.5,27
8,0,9,0,0,1,-1.714286,0.428571,0.046311,-0.055669,-36.285714,31,11.714286,-23.285714,11
16,2,14,1,0.244963,0,7.75,-2.166667,0.077312,-0.003056,53.25,-40.416667,4.916667,-23.166667,18
26,0,11,1,0.456479,1,3.111111,-4.222222,0.053141,0.058353,-37.666667,-79.111111,14,-22.888889,27
1,1,13,1,0.056719,1,1.136364,0.25,0.057208,0.059995,4.212121,18.772727,-10.651515,-22.810606,18
6,0,6,1,0.05188,1,-1.7,-8.05,0.01446,0.028698,41.3,-58.9,-49.65,-22.2,7
5,0,6,1,0.301638,0,7.2,-13.8,-0.0563,-0.0864,-35.6,2,52,-22.2,16
17,1,10,1,0.231059,1,8.25,-3.5,0.029581,-0.125049,33.875,33.125,62.375,-22.125,27
4,1,14,0,0.122459,1,2.333333,-0.916667,0.036313,0.020453,3.666667,51.166667,-15.333333,-21.833333,28
15,2,12,0,0.046241,0,-4.118182,-6.172727,0.001236,-0.089334,48.254545,-33.654545,-7.945455,-21.7,25
0,2,11,1,0.358357,1,3.666667,-9.666667,0.099369,0.007914,77.111111,-7.777778,-28.888889,-21.555556,7
10,1,13,1,0.351953,0,13.424242,-2.962121,0.061651,-0.011992,35.287879,2.212121,66.227273,-21.469697,11
15,1,10,0,0.241355,1,-4.444444,-7.222222,-0.074542,-0.025923,23.111111,-12.222222,-23.222222,-21.333333,16
18,0,9,1,-0.138396,0,-0.875,1.303571,0.033707,0.075063,0.678571,66.892857,-1.642857,-21.285714,19
0,1,9,0,0.456479,0,15.142857,-13.428571,0.175542,-0.075826,43.142857,-95.714286,10.428571,-21.285714,8
5,1,14,0,0.231059,0,2.333333,-0.583333,0.02064,-0.126229,33.833333,62.083333,0,-21,7
7,0,3,1,0,1,-0.5,10.5,0.131945,0.110496,14.5,34.5,78,-21,19
23,0,6,1,0.117002,0,-3.4,-3.6,-0.174716,-0.168262,-54.2,7.8,-22.2,-20.2,25
24,0,9,0,0.05188,1,1.446429,-7.517857,-0.070956,-0.098433,-0.821429,-8.446429,-16.660714,-20.196429,26
24,0,11,0,0.05188,1,5.6,3.933333,-0.046241,0.027747,3.377778,24.033333,-30.433333,-20.177778,29
10,0,14,1,0.108599,0,0.416667,-6.166667,-0.120151,-0.089079,21.833333,-39.083333,-16.333333,-20,14
19,2,12,1,0.124353,1,-4.090909,-4.636364,-0.061661,-0.153411,55.363636,-61.363636,-43.272727,-19.909091,27
8,1,8,0,-0.05188,0,-2.095238,5.52381,-0.010462,0.070661,15.738095,17.261905,14.119048,-19.809524,30
5,1,15,0,-0.172774,1,-1.846154,0.923077,-0.057941,-0.113565,-11.307692,45.615385,37.230769,-19.692308,22
25,2,14,1,-0.353518,0,-7.333333,-3.166667,-0.142017,-0.046974,-69.75,-15.166667,0.166667,-19.583333,30
19,0,10,0,-0.108599,0,-5.5,-6.5,-0.027851,-0.058451,-43.75,-58.25,-8.875,-19.5,21
14,2,8,0,0.056719,0,2.166667,-3.571429,-0.007386,0.102657,-17.333333,45.380952,-13.785714,-19.142857,26
7,1,15,0,0.124353,1,-0.384615,-5.461538,0.040225,-0.027074,-82.153846,-16.153846,58.846154,-19.076923,14
0,1,13,0,-0.05188,1,1.636364,0.712121,0.053419,-0.025625,30.916667,-22.371212,3.022727,-19.030303,2
24,2,5,1,0,1,-5.25,-8.25,-0.039074,-0.045168,70.75,-46.25,-102.75,-19,27
6,1,9,1,0.184636,1,3.482143,-4.089286,0.078722,-0.048368,117.053571,7.589286,-50.625,-19,23
8,0,2,0,0,0,11,6,0.0625,0,-97,141,-39,-19,9
10,0,11,1,-0.098121,1,-3.888889,-5.222222,-0.116956,-0.017345,-11.888889,-26.444444,-15.666667,-19,22
18,0,6,1,-0.098121,1,-1.6,-1.8,0.096612,0.144415,21.8,5.6,-2.4,-19,19
9,0,15,1,0.456479,1,6.153846,-4.076923,0.010143,0.044295,-25,9.769231,67.461538,-19,21
30,0,7,0,0.154841,0,6.133333,8.333333,-0.124067,0.137983,38.9,143.9,-45.6,-18.866667,31
18,2,4,1,0,1,1.333333,0.666667,-0.040837,-0.150712,84,2.333333,-17.333333,-18.666667,23
9,0,3,1,0.244919,0,2,-13.5,0.175821,0.114719,67.5,-18,19.5,-18.5,20
14,2,12,1,-0.353518,0,-3.2,0.1,-0.036258,0.006443,7.8,18.5,-17.6,-18,30
5,0,4,1,0.124353,0,9.666667,-8.333333,0.056758,0.075504,-15.666667,59.333333,65,-18,19
9,2,7,1,0,1,2.033333,3.433333,-0.0475,-0.087758,-90.766667,84.933333,19.133333,-17.8,10
28,1,5,0,-0.231059,0,-8.25,4.25,-0.014292,0.013366,-36.25,-1.25,-22,-17.75,31
22,1,14,1,0.548633,1,6.833333,-3.75,0.084435,0.032294,75.25,13.75,-18.416667,-17.583333,23
29,2,10,0,0.056719,1,-6.180556,-5.152778,0.090582,-0.020173,-3.041667,-39.444444,-48.625,-17.069444,31
22,1,10,1,0.399759,1,-0.513889,-1.125,0.060789,0.087288,13.541667,-60.541667,6.791667,-16.847222,30
8,1,11,0,-0.215123,1,-7.444444,2.222222,-0.062632,0.000454,-33.555556,50.888889,1.111111,-16.777778,28
4,2,8,0,0.241355,0,0.714286,-7.714286,0.1187,-0.018199,64.285714,-8.285714,-76.142857,-16.571429,7
1,2,7,1,0.122459,1,5.666667,1.5,0.013029,-0.022597,80.166667,-21.166667,-5.5,-15.5,6
29,1,15,1,0.456479,1,7.230769,2.384615,0.068856,0.078983,81.461538,-32.461538,-7.153846,-15.384615,30
2,1,5,1,0,0,1,-11.5,0.040766,0.023773,63,-79.75,-14.5,-15.25,11
20,2,3,1,0,1,-20.5,-17,-0.154762,-0.091554,16,1.5,-92,-15,21
5,2,9,1,0.244919,0,1.125,-2.125,-0.01293,0.008093,-59.125,58.25,24.125,-15,26
28,2,4,1,-0.124353,1,-4.666667,-11,-0.155317,-0.191562,-61.333333,-104.333333,78.666667,-15,29
17,1,15,1,0.5546,0,11.384615,-1.769231,0.031284,-0.091124,62.846154,6.153846,34.230769,-14.769231,18
21,2,4,0,0,1,16,7.666667,-0.074177,-0.075879,17,25.333333,95.666667,-14.666667,30
4,2,15,1,0.339476,0,8.538462,0.846154,0.103738,0.02224,2.384615,24.923077,30.692308,-14.538462,24
2,1,11,1,0.184636,0,7.722222,-11.522222,0.077716,-0.108007,0.466667,-26.122222,31.511111,-14.311111,27
10,2,11,0,-0.414129,1,-11.633333,1.744444,-0.108077,-0.044384,-7.822222,18.855556,-43.966667,-14.077778,16
9,1,3,1,0.122459,1,3,6.5,-0.026723,0.047009,7,44.5,38,-14,10
12,2,14,1,0.635149,0,15.333333,5.5,0.248001,0.100906,94.25,52.75,13.833333,-13.916667,15
16,2,12,1,0.559976,1,7.936364,-3.790909,0.077605,0.044939,5.827273,-14.254545,19.863636,-13.618182,22
10,2,13,0,-0.456479,0,-9.530303,3.333333,-0.075375,0.027696,4.992424,12.856061,-39.515152,-13.575758,17
28,1,13,0,0.339476,0,6.454545,2,0.058189,0.001759,33.363636,-66.090909,38.363636,-13.454545,30
5,2,8,1,0.124353,0,8.142857,5.285714,0.067707,-0.056464,-76.428571,71.285714,91.857143,-13.428571,24
24,1,8,0,0.154841,0,9.952381,4.166667,0.095225,0.04809,148.119048,14.047619,-21.5,-13.404762,26
29,1,14,1,-0.149738,0,-0.583333,3.833333,-0.020069,0.09747,44.416667,33.25,-26.25,-13.25,31
24,2,10,1,-0.241355,1,-8.777778,-6.222222,-0.086242,-0.032527,45.222222,-38.333333,-73.222222,-13.222222,30
28,2,8,1,-0.062177,0,3.380952,-2,-0.020419,-0.013674,-5.047619,6.690476,50.214286,-13.166667,29
8,2,15,1,-0.531132,1,-5.076923,5,-0.055572,0.118612,20.153846,70.923077,-22.230769,-13.153846,17
4,2,14,1,0.353518,1,1.833333,-3.75,0.096687,0.051946,56.666667,0.833333,-55.083333,-13.083333,7
6,2,15,1,0,0,-2.538462,0.230769,0.109076,-0.028971,34.923077,28,-11.923077,-13,25
0,2,9,0,0.154841,0,7,-5.875,0.17215,-0.007597,78.589286,-0.232143,14.107143,-13,3
4,1,15,1,0,0,6.076923,5,0.014553,-0.048006,28.153846,38,-14.461538,-12.923077,15
5,1,12,1,0.168882,1,2.518182,0.181818,-0.005385,-0.134085,45.963636,65.736364,-5.818182,-12.763636,7
16,2,6,1,0.098121,1,8.4,3.2,0.127391,0.103438,77.6,-4.4,44.2,-12.6,17
9,0,6,1,0.410237,1,8.5,-5.5,0.096158,0.101738,-28.85,34,46.9,-12.15,11
3,2,6,1,0,0,3.8,4.4,-0.039567,0.192874,31.2,28.8,-37.8,-12,22
12,1,10,1,-0.060283,0,0.055556,1.597222,0.121714,0.038013,-24.125,52.791667,22.958333,-11.722222,14
0,0,15,1,0.531132,0,7.846154,-2,0.110749,0.045072,61.538462,23.230769,-14.769231,-11.153846,15
5,0,11,0,0,1,-0.555556,-7.777778,-0.025908,-0.168398,-41.111111,-64.111111,14.888889,-11,9
2,1,7,1,0.056719,1,7.433333,-3.033333,0.015441,0.029396,42.666667,-3.066667,12.666667,-10.933333,3
0,2,14,1,0.195115,1,6.75,-1.166667,0.176873,-0.028713,50.583333,24,21.25,-10.833333,3
8,1,12,0,-0.195115,1,-1.9,-2.6,-0.051859,-0.065528,-22.8,11.6,33.9,-10.8,27
1,2,6,0,-0.117002,1,0,5.8,-0.003364,0.096828,5.8,27.4,-19,-10.4,20
16,0,4,1,-0.184636,0,-9.333333,13.666667,0.009906,-0.055088,-30.333333,37,-15,-10.333333,28
1,0,14,0,-0.193083,1,-5.583333,-3.5,-0.100215,-0.089268,-91.666667,7.166667,-16.166667,-10.083333,12
6,2,12,1,-0.108599,0,1.272727,4.4,-0.010918,0.062453,-18.436364,77.918182,9.072727,-10.054545,10
19,1,11,1,-0.179179,0,0.055556,8.033333,0.017573,0.211857,25.1,105.633333,-0.555556,-9.888889,25
12,1,14,1,0.231059,1,2.416667,-4.416667,0.174638,-0.034247,-10.25,22.083333,22,-9.583333,14
2,2,6,1,0,0,-6,-5.4,-0.088223,0.107388,3.8,-4.6,-54.4,-9.4,7
6,0,13,0,0.619092,1,6.909091,-5,0.047752,0.015614,28.909091,6.454545,-4.090909,-9.181818,19
8,2,3,1,0,0,-1,-9,-0.045536,0.056061,-55,-6.5,34,-9,13
4,1,5,0,0,1,-0.75,-6.25,-0.026731,-0.04894,0,13.5,5.5,-8.5,22
0,2,15,1,0.172774,1,2.846154,-7,0.107808,-0.019065,-14.538462,-23,43.846154,-8.461538,1
